name,comment
"@peaze1010
4 năm trước (đã chỉnh sửa)",0:54 tộicon cheem vl
"@itsmjonthebeat
4 năm trước (đã chỉnh sửa)",0:55 mẹ đg ngồi với tôi
"@dak3042
4 năm trước (đã chỉnh sửa)",''a la ba ma ra lô na na đô ra na ba ba mo đờ phắc úm ba la tao là trap ta cùng khiêu vũ như điệu quan tài đeo cái túi chéo tưởng anh mang bầu nhưng sự thật anh là giang hồ nhảy điệu tango '' đoạn này hay :))
"@lovingforgame322
9 tháng trước",Thấy nghe bảo Tommy sắp phải vô c ngh nên đành về nghe lại rap này
"@Thanhlong.ho0904
4 năm trước","1:16 ghê vãi, lộ cả link pỏn luôn ấy"
"@ProviewLol4U
4 năm trước",Từng là một pro freestyle mà h a đã lấn sân sang làm danh hài
"@ngusitv6114
4 năm trước",1:12 KÍ LÙM MÉ
"@tuongotphaiphaibungvicay4513
4 năm trước",1:12 crazyyyy diamonn doooooooo
"@CongNguyen-lp2ze
2 tuần trước",Old but gold
"@anhinhvanngoc193
4 năm trước",đỉnh còn han đỉnh ráp đúng hay :))))))))))))))))))))
"@namanhcao9793
4 năm trước",0:49 ghế tình yêu =))
"@chikhang6814
4 năm trước",0:35 cười trong sự khó chịu
"@fujiwarakazou7257
4 năm trước",0:56 Mắt tau :'))
"@LilBeuTheAnimatorGuy
2 năm trước",CHÚNG TA SẼ TRỐN NỢ CÙNG VỚI BẢN NHẠC NÀY
"@TheBoss-px2tr
1 năm trước","Gần bước sang 2025 rồi, còn ai ở đây không?"
"@thanhduynguyen3421
4 năm trước",1:14 vcl
"@nguoidungspiderum3675
4 năm trước",0:33 rớt mẹ tô cơm
"@bibuiban5490
4 năm trước",0:54 người chơi hệ mắm tôm
"@HDK171
4 năm trước","1 chiếc vid rất hay, edit siêu, ghép nhạc hay, mêm nhiều, nghe cứ cừoi quài, muốn nghe nhiều lần và hát cả bài nhưng ko có danh sách lời thoại :(("
"@huygia8244
4 năm trước",Khi tôi xem 180phút
"@fdgaming9033
4 năm trước",Nhạc hay nhỉ xem 999999999999999 lần vẫn mắt cười
"@shen5757
4 năm trước",1:05 Hú Hồn Luôn Chú C.ường ạ.
"@theredjotaro5357
4 năm trước (đã chỉnh sửa)",1:11 JosuK
"@tuannguyen-nh7iw
4 năm trước",Nói thật video của anh phải đạt cấp siêu hạng rồi luôn
"@agentt8850
4 năm trước",edit đỉnh vl =))))))))))) ủng hộ ông tiếp tục trên con đường editor <3
"@duyvuxnehihi
3 năm trước","Thưa ngài , trình độ edit của ngài đã vượt xa khỏi tầm hiểu biết của loài người"
"@haisanbaophatquan11offical59
4 năm trước",0:33 jotaro:anh đang đưa mấy đưa em ra cảng morioh để đón joshep joestar:)
"@nhatlinhtao7486
4 năm trước",Cái này nghe còn hay hơn nghiện hơn muộn rồi sao còn...
"@thienannguyen4362
4 năm trước",Thấy chữ p là ko vui r nhe duck
"@thanhsang4041
1 năm trước","hơn 3 năm rồi mới quay lại vd này, thời gian trôi qua thật nhanh, mọi kỉ niệm đều dồn hết vào chính vd này"
"@bababa5312
4 năm trước",nể cái skill edit luôn á
"@2giosang
4 năm trước",Vẫn là câu từ mô đờ phắc thân thuộc :))
"@thanqo1260
4 năm trước",Xin cánh tay của ae cười k ngớp
"@MaiSakurajima67
3 năm trước",0:10 buồn cười nhất đoạn tao là trap =)))
"@SunNguSi
4 năm trước",Rap Việt không loại ngài. Ngài loại Rap Việt =)))
"@parkjimin7925
4 năm trước",0:44 oke :’))
"@quocsuc7346
4 năm trước",0:11 hú
"@khoanguyenhuu9410
4 năm trước",0:56 cười vl =)))
"@nguyenhuuson3543
4 năm trước",tao đag ăn cơm xem cái video này sặc cơm kẹt mẹ ở cổ luôn
"@tuano2538
1 tháng trước",tự nhiên yt đề xuất video này
"@Rvnattairacfan
7 tháng trước",0:06 thứ tôi để ý duy nhất là rhym bị dìm
"@nguyentiendung7059
1 năm trước",2024 vẫn xem:)
"@htdangiu26
1 năm trước","nghe lại vẫn đỉnh vc, mỗi tội tommy tèo ko còn như trước:))"
"@nhathao2266
4 năm trước",1:20 what's your problem green ?
"@kakacutecatthe368
4 năm trước (đã chỉnh sửa)",0:05 bật 0.75 lên ae
"@thanhphung6179
4 năm trước (đã chỉnh sửa)",0:19 khoannn !
"@kientrung2849
4 năm trước","Xem đi xem lại ko bt chán, nghiện :)"
"@nguyenthequyen2629
4 năm trước",Đjtme đẳng cấp quá ngài :))
"@cringeygurl
3 năm trước",Cừi zăng cục cứk sa 1tr mét :)
"@hoangquano2378
4 năm trước",Từ tiktok qua coi thử cái kết cười muốn banh cái giường
"@izumisakurai4875
4 năm trước",Dracula Alaba Trap Ta cùng khiêu vũ theo điệu quan tài
"@MusicandGame23
3 năm trước",Alaba Trap nhưng là phiên bản rap lộn xộn nhưng đầy chất lượng :)))
"@huytungnguyen6680
4 năm trước",duckbatman vẫn chất như ngày nào =))
"@Onghaica
4 năm trước",Cân nhắn anh em trước khi xem nhớ trang bị cái gế để còn té gế
"@Bechua1122
4 năm trước",Cái bô abala meme trap
"@drlinh4967
4 năm trước",DAMN !!
"@anhduyen1106
4 năm trước",Nhạc quá hay luôn (◕‿◕) lạy lạy 🇻🇳
"@haivl6789
4 năm trước",cám ơn vì 1 bản remix hài hước <3
"@quangsonhhta8010
4 năm trước",Úm bala úm bala có cái nịt
"@hüynh-346
10 tháng trước",Gợi nhớ về 3 năm trước...
"@khanhbg9
4 năm trước",1:13 ghép đỉnh vaiz
"@Khieuchienditcaeu0911
4 năm trước",Giải trí hơn cả bản chính =)))
"@Blesstia
4 năm trước",Mặn như muốt tao thường nuốt :)
"@KhanhLe-zl7gn
4 năm trước",Tôi phải công nhận 1 điều là đỉnh thật sự :))))
"@athuynh9692
4 năm trước",Rap này lên đài truyền hình thì top 1 thế giới rap này đứng số 2 ko ai dám số 1
"@yuunguyen0322
4 năm trước",1:13 :)))) cườiii
"@vanbuu4771
4 năm trước",Ngài 458 đã đưa tao tới đây
"@quochuynhkien8564
4 năm trước",Lmao còn nhiều view hơn bản gốc
"@chienthangnguyen4076
4 năm trước",Ngài hát hay quá
"@Liem2hondaitao
4 năm trước (đã chỉnh sửa)",0:18 Thách thức gianh hề
"@vuabautroiaof
4 năm trước",0:53 Squirtèo
"@jerryfake6068
4 năm trước",Chuyên gia said: Chúng ta hiện đang ăn gấp đôi lượng muối mỗi ngày. Hiện tại chúng ta cần phải giảm độ mặn nếu không thì sẽ dẫn đến huyết áp cao và đột quỵ:)))
"@quagmiretoiletgamer-c4t
3 năm trước",chưa nghe bài nào mà muốn đột quỵ như này :)))))
"@khanhvi3358
4 năm trước",edit đỉnh thật sự luôn ý anh Duck Batman
"@hoasinguoiao528
4 năm trước",1:17 :)))))))))))
"@yashana298
4 năm trước (đã chỉnh sửa)",0:01 edit :)) 0:03 chúa hề time :))) 0:10 trap :)) 0:12 coffin dance con trai cũng có thể mang bầu khá bảnh nhảy điệu tango Thách thức danh hài rap hề :)) bonk !!!! rap chả hiểu kiểu nào :))) rap hài tiếp mông mèo méo mèo meo spider bản sao :)) trap part 2 dơi chúa hề rap gì mà nghe toàn tiếng khỉ hú vậy chàng trai thuê phòng và cái bô gọi điện in a nutshell bruh :)) đám cưới kiểu gì vậy ( tao ko biết cấm tụi bây chửi ) vừa gọi vừa đi ỉa bruh :)) mắm tôm và hmmmmmmmmmmmmmmmmmmmmmmm nhảy in a nutshell yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee magic :)) fu ho khiêu vũ kiểu giang hồ với cây phóng lợn jojo pon hud tức giận in a nutshell đập bàn phím xóa lịch sử tìm kiếm -> quảng cáo time :))
"@quyenms7058
4 năm trước",Không đùa vì tụi tao là tụi tao tụi mày là tụi tao là tụi mày :))
"@PhucTran-od4pw
4 năm trước",Tôi mất ngủ sao khi xem thứ này
"@hi-hb7fv
4 năm trước",0:07 tui thấy từ cái đoạn đấy là cả bài đều hay hay vl
"@callmeduong228
4 năm trước","có 2 từ để diễn tả thôi ""Chất lượng"""
"@hoangbaoson9932
4 năm trước",0:11 cho mấy ôg muốn có thêm waifu thì bộ này tên: kishi gakkou no juliet ( hay cực)
"@Tcbeo
5 tháng trước",Thưa ngài tôi đang ở bô
"@Ngquocky153
3 năm trước",Ài ố sì mà
"@AnPham-su7lu
4 năm trước",1:05 tặng ae bất ngờ
"@conmemayhihihehe
4 năm trước",Tao rất ổn sau khi nghe cái này :))
"@hakyanh1159
4 năm trước",best :)))
"@8qphuc
4 năm trước",hề thế nhờ :))))
"@trucnguyenthidiem1935
4 năm trước",nhìn dảk vãi =))
"@nhingichemgio1305
4 năm trước",khi trình độ edit của bạn đã vượt hơn cả thần
"@Tuanngu1
4 năm trước",1:05 :))
"@nguyenanhkhoa206
4 năm trước (đã chỉnh sửa)",0:56 Cheems: đm tèo :))
"@khongbietten3276
4 năm trước",Chúa tể chế memes :))))
"@tunganh575
1 năm trước",Lâu ko nghe giờ nghe lại vẫn hay ghê
"@luuminhquann
4 năm trước (đã chỉnh sửa)",Chỉ là video meme mà tui phải replay để xem lại
"@hellokukulala
4 năm trước",Mấy năm nay chx bao giờ thấy 1 bài hát đỉnh cao gút chốp như bài này:((
"@chautruong1866
4 năm trước",Từ tik tok qua rap đỉnh
"@tienthanhnguyen9142
4 năm trước",edit ghê vãi
"@NguyenCuong-rw9zr
4 năm trước",Lần đầu tiên thấy con nhạc chơi đồ =))
"@kittynanno6676
4 năm trước",0:57 dảkkkkk
"@buidieulinh6348
4 năm trước","đúng rồi thưa ngài, đừng quan tâm đến những người không cảm nhận được âm nhạc của thần thánh"
"@MyThao-qk9uf
4 năm trước",1:30 ỳe ýe
"@Ryan18448
4 năm trước",Chủ tuss này được cấu tạo từ muối :)
"@khaikhuc1432
4 năm trước",đm xem mé tưởng FlyingKitty lul
"@justminh1465
4 năm trước",0:30
"@vankng7644
4 năm trước",0:11 :))
"@howtheheck3580
4 năm trước",:))))
"@kientrinh6683
4 năm trước",Ay~ A la Ba ma ra lô na na đô ra na ba ba mo đờ phắc :)
"@jdjfjfbxjdf560
4 năm trước",Úm ba la alaba trap ta cùng khiêu vũ như bọn chúa hề
"@daylatung7263
4 năm trước",Chắc mình quá già để cảm nhận được sự hài hước khi xem video này
"@16cu
4 năm trước",Hay hơn bản chính xem hoài ko chán :))
"@phungo4372
4 năm trước",ghê thế quá đỉnh mà còn hài
"@thenightcutter1642
3 năm trước",Tôi ko hiểu vì sao tôi lại thích cái này này
"@YeuHA0212
4 năm trước",0:29 kết nhất đoạn này :))
"@tronghoangvu7979
3 năm trước",thiên tài âm nhạc Duck chúc anh mau đạt được nút vàng
"@Kyaru0
3 năm trước",Nghe mà mún tự tử luôn ấy:))))
"@HeheheOWO-_-
4 năm trước",Xem đi xem lại vẫn mặn vl
"@vutoan914
4 năm trước",0:56
"@cheemstetd6511
4 năm trước",0:40 U u u u u u
"@elgato5936
4 năm trước",1:00 t bị delay mất 3 giây để nhận ra đấy là drake @-@
"@didongvh9917
4 năm trước",0:07 hay rê
"@30-nguyenthanhnguyen33
4 năm trước",đoạn đầu ghi sai tên mik kìa ah zai
"@thanhcat2264
4 năm trước",Nó còn hay hơn bản gốc ấy :))
"@thanh2395
4 năm trước",0:57 :))
"@haisanbaophatquan11offical59
4 năm trước",0:41 khi mista đổ Sprite lên radio của narancian kiểu rất là vô tình:)
"@MTP1001
4 năm trước",Hahaa tìm đc nhạc trên tiktok r
"@nigo1976
6 tháng trước",2021 lets go bois
"@zenogamingtv6151
4 năm trước",1:05 =))
"@mint7826
4 năm trước",0:10 :)))
"@uchihaitachi8468
4 năm trước",0:11 =)))))) FBI OPEN Dor
"@thaianonhu9036
4 năm trước",anh đang đưa mấy đứa em lên trên......:)))
"@Memehaycom
4 tháng trước",1:15 Chắc chắn Mck sẽ ko thick điều này nhưng tôi thích
"@repcommentancutchomocoi1938
4 năm trước",1 triệu view đê!
"@mr.rainbow7184
4 năm trước",tui ko có ý gì nhưng lần đầu xem kênh này tui thấy có phong cách làm video rất giống FlyingKitty
"@HIEUOK1735
4 năm trước",0:40 hay ne
"@kbgaming7247
4 năm trước",Hay haha
"@comuatv8236
4 năm trước",Vãi chưởng
"@user-jc3vm5rh4n
2 năm trước",có ông nào quay lại đây để nhớ về 1 thời của ngài không
"@catvenomgm341
4 năm trước",Tôi đã dư muối khi xem video này
"@4linhpham87
4 năm trước",Khó thế mà cũng nghĩ ra đc
"@FLOLUPID-YUJI
3 năm trước",Vãy 1 bài alaba trap bài này tao là thấy mắc cười nhất luôn ae à
"@NONAME-in2iv
4 năm trước",0:53 k bt nói gì nữa xuất con mẹ nó sắc
"@dorry10k68
2 tháng trước",Vẫn peak=))))
"@meoxinxo5860
4 tháng trước",Không hiểu s yt tự đề xuất
"@toresto3666
3 năm trước",Đang lên lịch học thuộc bài này để hát luôn đó =))))))) Có khúc hát mà ko có lời nên sẽ tự mò
"@vuongluonghoang5784
4 năm trước",Nhạc chế còn nhiều view hơn cả bản gốc :)))
"@jotarobocuakoichi5166
4 năm trước",não tôi lúc này: What the fuck
"@loliz.jeremy
3 năm trước",Dm sao nghe cái này lại cuốn thế nhỉ
"@meoxam7829
3 năm trước",lần đầu thấy pokemon ăn mắm tôm đấy
"@newhorizon4470
4 năm trước",Flying kitty :))
"@caoha4578
2 năm trước",đúng là chúa tể meme đấn tối cao của meme
"@tmn.yeu_aespa
4 năm trước",tao lạy cái người mà nghĩ ra ý tưởng này luôn
"@Lunabunriel
3 năm trước",ôg hoàng edit
"@AbsolutelyCinema119
4 năm trước",Chào hàikage của chúng ta
"@VinhDCV8888
2 năm trước",tui đã sai lầm khi vừa ăn cơm vừa xem video này :]
"@khoadakbun8860
4 năm trước",ta cùng nhảy điệu mambo
"@yenhoang2861
4 năm trước",year amazing good jod em quá hay luôn
"@haocommentdao67
4 năm trước",Mặn vlon ạ
"@kay3472
3 năm trước",Coi lại nghĩ đăng ký kênh để giải tỏa không saixứng đáng
"@vdemthu2476
3 năm trước (đã chỉnh sửa)",Lạy chúa hữu tín đi tùa :))
"@TommyJoestar
1 năm trước",Polnareff ngồi xe lăn
"@youhello5523
7 tháng trước",2025 xin chào
"@tuananhhoang4651
4 năm trước",Ôi giời ơi được của ló
"@sasuke-eg1br
4 năm trước",hay quá á đù
"@nakrothexciter1557
4 năm trước",Anh viruss bình luận cho anh duck đấy
"@Hồi2305
4 năm trước",Nghiện ròi
"@hymon08
4 năm trước",Từ VirruSs Qua kkk
"@MinhVu-2207
3 năm trước",Má cái og này vừa edit mặn lại còn edit đỉnh nx
"@nghia1nguyen465
4 năm trước",điệu cười của a be
"@min_kairanaovo8101
4 năm trước",Seo mặn zữ zạy:)?
"@tungnguyenthanh9136
10 tháng trước",2025 anyone
"@whatmynameidk
4 năm trước",1:15 đây là lí do điển hình cho những người bắt đầu làm sreamer lộ web lạ
"@khanh-mtfg7199
4 năm trước",A mây zing gút chóp
"@cechien7277
4 năm trước",Muối nhiều cả tấn trong video này
"@thucuclethi5279
4 năm trước",Video nay hay nhat ken i
"@Bechua1122
4 năm trước",×2 mấy đã phê
"@chomapbeo123
4 năm trước",1:03 Di di di di Dino: a di :)))
"@tuangaming6352
4 năm trước",1:05
"@de990
4 năm trước",4:00
"@Quanleroblox
4 năm trước",0:57 :))
