name,comment
"@lamtung5058
1 năm trước",bạn mình vốn rất đam mê pickleball ngay khi nghe bài nhạc tuyệt vời này của ca sĩ bạn mình đã đập vợt và quyết định sẽ không chơi bộ môn này nữa cảm ơn ca sĩ phú qúi đã giúp bạn mình đưa ra được 1 quyết định vô cùng đúng đắn có lẽ là đúng đắn nhất từ trước tới nay
"@hieunguyen-nu2nf
1 năm trước",nếu a dùng bài này tham gia atsh thì có lẽ a sẽ không có đối thủ vì đối thủ chạy hết rồi
"@ThươngGiaNam
9 tháng trước",nếu như bài này đc phát hành sớm thì thg bạn tôi đã ko chết vì đột quỵ
"@tiendoan1577
11 tháng trước",bình thường đặt báo thức dậy tui thường xuyên dậy muộn và mệt mỏi nhưng từ khi có bài này phát hành thì tui đã cài báo thức vào thay thế cứ mỗi sáng có báo thức này thì tui không còn dậy trể và không mệt mỏi nữa tui cảm ơn tác giả
"@OINHOKIA
1 năm trước",xin chân thành cảm ơn đpq con gái của chị tôi khi vừa mới sinh ra lại không khóc bác sĩ ra đánh mông cũng không khóc mà khi mới chỉ nghe điệu nhạc này nó đã gào mồm lên khóc nức nở
"@kimhoang7139
9 tháng trước",thảm họa đầu tiên của t là cái ngạc này
"@Nglainh2309
10 tháng trước",vừa chạy về đây sau khi nghe thao túng tâm trí tự nhiên đc rửa tai
"@Resolut1on2811
1 năm trước",lúc giờ bạn em bị liệt từ nhỏ bây giờ em cho nó nghe bài này và nó đứng dậy đi như bình thường cảm ơn a
"@JacksonMaskerville
10 tháng trước",từ khi nghe bài thao túng tâm trí của awai tôi nhận ra mình đã quá khắt khe với pickleball
"@shuuuugaming
1 năm trước",tôi là một quản giáo trong cai nghiện ma túy từ ngày mà tôi bật bài hát này lên mọi người đã vui tươi yêu đời hơn hẳn và không còn sợ hãi với cái chết trắng nữa phải chăng trên đời này có tồn tại thứ còn tệ nạn hơn cả ma túy
"@adu-ElevenZ
1 năm trước",cảm ơn bài này đã trở thành chuông báo thức vì tôi sẽ dậy trước khi nó phát ra nhạc
"@Nendoitengibaygio
2 tháng trước",giờ ai còn nghe ko
"@manhdinh0397
1 năm trước",t mà ở chỗ hôm quay mv chắc t cho cả ekip mỗi đứa 1 cái vợt pickleball vô đầu quá
"@theng-r9g
1 năm trước",cảm ơn đỗ phú quí tôi bị một người lạ theo dõi mấy ngày nay rồi tôi rất sợ tôi không thể báo cảnh sát được tôi sợ ông ta sẽ giết tôi nhưng sau khi tôi bật bài này của anh thì ông ta đã chạy mất với khuôn mặt hoảng sợ tột độ và mấy ngày nay không thấy ông ấy xuất hiện nữa đây là câu chuyện có thật tôi chân thành cảm ơn đỗ phú qúi đã giúp tôi tai qua nạn khỏi
"@cuccuckicuc4902
1 năm trước",cảm ơn quí tôi là một chủ sân pickleball hôm đó tôi muốn đóng cửa sớm vì có việc bận mà không biết làm thế nào thật tình cờ khi bật bài hát của bạn lên thì mọi người đều đi về hết chân thành cám ơn giai điệu này của bạn chúc bạn không bao giờ ra bài nào nữa
"@đờianhlàzuka-j97
1 tháng trước",xin lỗi pickleball vì đã quá khắc khe
"@BaooAnnDuongLee
1 năm trước",tôi vốn là 1 người học ngu lần nào cũng đứng cuối lớp đến khi nghe bài hát này tôi đã vươn thẳng lên top 1 vì biết rằng học ngu thì cs thể nghe bài này
"@phongang8031
1 năm trước",vào nghe nhạc vào đọc cmt
"@Vikijr04
1 năm trước",hỡi thế gian ai là người giỏi toán giải dùm tôi bài toán pickleball 64 năm chữa cho người thực vật chưa lần nào bỏ xót 1 ca nằm yên đây chăn ấm đệm êm nhưng bật pickleball thì phải đứng dậy đi tắt muốn đánh thức công chúa chúng ta cần một nụ hôn nhưng trị táo bón chúng ta cần tiếng ca cất lên từ nhà thơ phú quí một rừng thì không thể có hai hổ nhưng nguyên liệu thuốc xổ thì không thể thiếu hẹn pickleball
"@aihỏi-o5k
2 ngày trước (đã chỉnh sửa)",ksi phải gọi cái này bằng skibidi
"@tungltcn
1 năm trước",nhà interpool đến ủng hộ ạ nhạc như đb ý
"@pudi0809
1 năm trước",chưa bao giờ tôi thấy quảng cáo lại có ích đến vậy 15s giây ấy như một khoảnh khắc tuyệt vời nhất của đời tôi giống như một kẻ bị tra tấn tìm được lối thoát của đời mình
"@themliemnach
1 năm trước",dì sáu của em bị đột quỵ giờ đang phải nằm trong bệnh viện đột quỵ cần thơ nghe em mở bài này trên tv dì đã đột nhiên đứng dậy và tắt nó đi xong mắng em vì đã xúc phạm thính giác của người khác trong bệnh viện cảm ơn anh đã giúp dì em khỏi bệnh
"@tranngocminh195
1 tháng trước",chúng ta đã quá khắc khe với pickle ball
"@Mr-he7rr
1 năm trước",tôi là một người thích xem phim kinh dị và tôi thực sự mong một ngày nào đó việt nam có thể sản xuất ra được một bộ phim tầm cỡ như hollywood tuy nhiên từ trước đến giờ chưa một bộ phim kinh dị nước nhà nào có thể thỏa mãn được tôi đó là cho đến khi tôi nghe được bài hát của bạn chỉ với 3 phút hơn chỉ 3 phút thôi bạn đã đưa tôi đi từ kinh hãi đến ám ảnh cùng với đó sự hack não trong nội dung khiến tôi không thể ngừng suy nghĩ về bài hát này có lẽ tôi phải đến gặp các đặc vụ áo đen để mượn máy xóa kí ức của họ nếu không lời bài hát này có thể khiến não tôi bại liệt như cách các video tiktard đã từng làm mất
"@vettrankhoi7867
1 năm trước",cảm ơn anh vì từ giây phút bài nhạc này đc đăng tải thì ô nhiễm không khí đã không còn là vấn đề nghiêm trọng khi đem so sánh với ô nhiễm âm thanh nữacảm ơn anh
"@ZeroTheSimp1233
1 năm trước",anh ấy thực sự có tài tài liệu tra tấn dã man nhất 2024
"@LeoNinh
7 tháng trước",bạn tôi sắp chết tỉnh dậy khoẻ mạnh để tắt bài này
"@thachpham5004
1 năm trước",nói thật chứ nể thg edit với camera dã man cuộc sô ng mưu sinh vì đồng tiền phải nhắm mắt bịt tai ngậm miệng để ra sản phẩm
"@ntnt9613
1 năm trước",cảm ơn đỗ phú quý bạn thân của tôi vừa bị cụt tay vừa bị cụt chân nhưng khi em mở bài hát này và đi vệ sinh ra thì thấy nó mọc tay mọc chân lại như người bình thường và chạy đi tắt nhạc tôi chân thành cảm ơn đỗ phú quí rất nhiều
"@TheWeddingPlaylistSong
1 năm trước",nghe xong bài hát này tôi đã phải kiểm tra lại loa của mình xem có bị hỏng không nhưng không nó hoạt động hoàn hảo chỉ là bài hát quá tuyệt vời thật không ngờ một bài hát lại có thể khiến tôi trân trọng những khoảnh khắc im lặng trong cuộc sống đến thế cảm ơn đỗ phú quí đã cho tôi một cái nhìn mới về âm nhạc
"@CabAbc-i2i
1 năm trước",tôi vốn là một bác sĩ tâm lí ở bệnh viện cấp cao thế giới cả sự nghiệp của tôi chưa bao giờ phải nhận một cú sốc tâm lí nào cho đến ngày 28 11 năm nay tôi tiếp nhận 1 bệnh nhân bị sốc tâm lí nặng nề tôi luôn thắc mắc tại sao cho đến khi tôi thấy điện thoại của bệnh nhân vẫn được cầm trên tay vì tò mò tôi mở lên và bài hát này được phát lên kết quả là nó đã khủng bố tinh thần của tôi và bệnh nhân càng sốc nặng hơn bây giờ chiếc điện thoại đó đã được cho vào bảo tồn vũ khí tâm lí hạng nặng của thế giới mà nhân loại từng tạo ra bằng lời hát tôi hiện tại đã bỏ việc vì sợ nhận những cú sốc như vậy thêm 1 lần nữa và tôi tự nhốt mình trong phòng cách âm dày 10m cảm ơn đỗ phú quí đã cho tôi biết thế nào được gọi là khủng bố và đã cho tôi biết mạng xã hội thế giới tàn khốc và đáng sợ thế nào chân thành cảm ơn tác giả cảm ơn đõ phú quý
"@ZlAGCK
1 năm trước",nếu bài này được phát hành vào năm 1900 thì titanic sẽ bị lãng quên là thảm hoạ tồi tệ nhất
"@korosensei1705
1 năm trước",cảm giác thời gian plank 3 phút trôi qua còn nhanh hơn 3 phút nghe bài này vừa dai dẳng vừa ám ảnh
"@tuananhtosicx3834
9 tháng trước",ai quay lại đây vì yanbi ko
"@Furinacon
1 năm trước",hồi trc bn tôi bị tai nạn và liệt đi đôi chân hôm nay tôi đến thăm nó và cs bật nhạc cho nó nghe thử ko ngờ là nó đứng dậy tắt nhạc r đấm tôi vài cú cảm ơn anh đpq đã giúp bn tôi hết bị liệt
"@TrungPhạmĐình-g1i
1 năm trước",nước ngoài thick of it by ksi việt nam pickleball by phú quí
"@bingmicrosoft1972
11 tháng trước",tôi đang đi xe máy tốc độ cao nghe nhạc khi đến bài này tôi đã bỏ cái tai nghe xuống và đi tuân thủ giao thông gương mẫu cảm ơn bài hát vì đã giúp tôi cải tà quy chính trở thành 1 người dân tốt
"@hailuacon2015
7 tháng trước",xem cái này xong cái thằng em họ hát quài luôn rồi tối nó cũng hát luôn
"@MinhPhươnglâm-i2m
1 năm trước",cảm ơn đỗ phú quí khi mà chú chim bồ câu bé bỏng của tôi đang hấp hối sau một chấn thương thì cũng là lúc tôi mở bài này lên sau khi nghe được bài hát này thì ẻm đã bay thẳng vào nồi cháo mẹ tôi đang nấu và thành món cháo bồ câu rất ngon
"@ngoanhtai3822
1 năm trước",1 bài hát giúp chữa nhiều loại bách bệnh từ gãy chân đến điếc tai xứng đáng đc nhận giải nobel y học
"@bowie_cutii
1 năm trước",bạn của t đã bị liệt vì tai nạn và bị điếc 2 năm r gia đình của nó muốn mua máy trợ thính nhưng mà ko có tiền lúc nghe bài này thì bạn của t đã có thể nghe lại và đứng dậy để đập máy cảm ơn anh quí
"@ThuBui-iv4wp
9 tháng trước",tôi đi ra mộ của cụ tôi rồi tôi bật nhầm nhạc nay cụ toiu quan tài chui lên tắt nhạc luôn
"@starboy98-t7o
10 tháng trước",i m adding this into my don t let the homies hear playlist
"@thaoliyy
1 năm trước",0 11 lo nhaaa ạ
"@thotimASD
10 tháng trước",cảm ơn tác giả đỗ phú quý rất nhiều tôi là nhóm trưởng và mấy đứa trong nhóm rất quậy phá và s khi nghe được bài hát này hầu như mấy đứa trong nhóm đã nghe lời t và họp tác với t trong việc thảo luận nhóm
"@NToePoeToe-DaMat2Kenh
5 tháng trước",đang ăn cơm thấy thk em mở bài này lên tôi đã bị tiền đình ngay tại chỗ
"@hainguyen_2906
1 năm trước",sau chuỗi bất bại 21 ngày thì cuối cùng tôi cũng đã tạch nnn khi thấy mv này
"@NirzSaiu
1 năm trước",đỗ phú quí và chấp niệm sheesh của anh ấy
"@Duboi0722
1 năm trước",mình ko thể chờ phiên bản táo quân sắp tới của bài hát này
"@thanhbieu88
2 tháng trước",đứa lớp tui bị nghiện bài này rồi
"@Rover_Doven
1 năm trước",nghe xong cảm giác ghen tị với người điếc
"@BreadT220
1 năm trước",mấy người k biết nghe nhạc chê chứ riêng mình thấy bài này mà bật trong bar club đồ thì cực kì cháy cháy mới thấy ho
"@tuongbui1803
1 năm trước",1 bài nhạc tuyệt vời để làm chuông báo thức tôi sẽ luôn thức dậy trước khi báo thức kêu để tắt nó đi
"@Nguyentrongtky
9 tháng trước",sau khi nghe bài thao túng tâm trí của awai tôi phải quay lại đây để xin lỗi anh quý
"@WTF-yx3nt
1 năm trước",nếu mỹ thả bài này xuống nhật thì h ko có anime để xem
"@Mochi-n-Luka
1 năm trước",theo lời kể lại của các cựu binh năm 1945 tại nhà tù côn đảo họ đã bị bắt nghe bài này
"@chipheo3775
1 năm trước (đã chỉnh sửa)",tôi là công an hình sự tổ chuyên án của tôi vừa rồi bắt được một tên tội phạm nguy hiểm nhưng thẩm vấn mãi về cả thể xác lẫn tinh thần mà hắn vẫn không hé nửa lời dù chúng tôi có áp dụng các hình thức tra tấn như thời trung cổ nghe dân gian đồn về bài hát phú quý nên chúng tôi đã mở bài nhạc này cho tên tội phạm nghe thật bất ngờ hắn ta nghe chưa hết bài đã vội vàng xin tha và khai hết ra mọi tình tiết
"@quanharry6170
2 tháng trước",t cứ nghĩ bài mùa hè không nóng là bựa nhất rồi không ngờ còn bài này
"@happyyy99
11 tháng trước",thằng chồng em nó ngủ nướng gọi mãi không chịu dậy thế là em mở bài này lên cho nghe được 2 3 câu đầu nó dậy luôn cảm ơn anh đã cho ra sản phẩm hay như này ạ
"@kame374
1 năm trước",cảm ơn dpq tôi là người triều tiên đã đào tẩu khỏi đất nước trải qua hơn 10 năm lên kế hoạch sinh tồn lẩn trốn để tránh thảm hoạ hạt nhân có thể sẽ diễn ra ở nước tôi làm việc cực khổ hơn 5 tháng ở vn để mua một chiếc đt và vid đầu tiên tôi nghe đc là pickleball tôi nhận ra thế nào mới là thảm hoạ thực sự hiện tôi đã đi về nước và nhận án tử hình cảm ơn đpq tôi iu pickleball
"@lag4118
1 năm trước (đã chỉnh sửa)",bạn thật tuyệt vời khi giúp tôi nhận ra 3 phút 15 giây vừa qua chính là khoảng thời gian lãng phí nhất cuộc đời tôi
"@QuânDương-x4t
9 tháng trước",qua đây từ bài thao túng tâm trí
"@cung_hehe
1 năm trước",nhạc như đái vào nền âm nhạc của nước nhà
"@Kwancter
1 năm trước",nếu thiên thạch rơi xuống trái đất mở bài hát này nên thiên thạch sẽ tự đổi hướng quỹ đạo nếu người ngoài hành tinh có ý định xâm chiếm trái đất mở bài hát này nên họ sẽ khóc lóc xin hàng
"@rogue5568
1 năm trước",tôi là một người yêu hòa bình từ trước đến giờ tôi luôn thích những cách giải quyết mà luôn dẫn đến kết cục tốt sau khi bật máy điện thoại lên và nghe bài này thì tôi cảm thấy cuộc sống của mình càng yên bình hơn chính vì thế nên tôi quyết theo tư tưởng đức quốc xã để quên đi bài này chúc bạn không bao giờ ra bài nữa
"@nguyenvulong6062
5 tháng trước (đã chỉnh sửa)",bài này hơn 2 bài của quốc kang say hi nhạc quốc kang dành cho người khuyết tật nghe vài phút xog hết khuyết
"@Mitsroblox
1 năm trước",1 03 em đã bị điếc trong 10 năm sau khi nghe bài nhạc này thì tai em đã bình thường mà không còn bị điếc nữa
"@giahuymai465
1 năm trước",bài này hay thật sự xứng đáng vươn tầm quốc tế ngang với thick of it của ksi
"@nghithao1434
1 năm trước",oil nhà phạm anh duy đi đánh banh cùng anh quí
"@AnhTuan-gj9lb
4 tháng trước",lúc trước tui là nng thực vật nhưng nhờ bài hát này tui có thể đứng dạy và tắt đi
"@DinhNguyenXVN
1 năm trước",khai nhanh mọi người vào đây không phải để nghe nhạc mà là để đọc cmt tấu hề đúng không
"@LuminousSky-h1kar1
1 năm trước",tôi thích nhất cái đoạn anh ấy nói đến lúc pickleball rồi và bắt đầu pickleball tùm lum
"@duyen_.103
1 năm trước (đã chỉnh sửa)",cảm ơn đỗ phú quí đã cho tôi được nghe bài này thực sự mà kể thì có thể chẳng ai tin nhưng mà bố tôi sau khi nghe xong thì đã tắt tivi mà mở bolero vì nó quá là pickleball
"@sunnyly5790
1 tháng trước",mình vừa nghe một việt nam mới tinh liền phải qua đây
"@TùngLâmNguyễn-w9c
1 năm trước",tôi làm việc tại khoa tâm thần của 1 bệnh viện trước đây khoa của tôi rất ít bệnh nhận và chúng tôi làm việc vô cùng nhàn nhã thoải mái nhưng từ khi bài nhạc tuyệt vời này được cả sĩ qúi cùng nhà sản xuất cho ra mắt bằng 1 cách thần kỳ nào đó khoa tôi 2 tuần nay số lượng bệnh nhân khám tại khoa bỗng tăng đột biến bọn tôi đã trải qua 2 tuần vô cùng bận rộn và bị nhấn chìm trong công việc thay mặt ae khoa tâm thần tại bệnh viện của tôi chân thành cảm ơn ca sĩ đỗ phú qúi và nhà sản xuất
"@hanhnguyenthi9711
1 năm trước",moẹ từ bé đến giờ tôi chưa bao giờ nghe đc quả nhạc nó lại hay như v lại còn hữu ích nữa e là nv ở quán cà phê nọ hôm đó là quán e có một nhóm khách ngồi lì từ 7h đến 12h mà ko về dù cho bọn e đã đuổi khéo khách mà khách chẳng chịu hiểu may quá hôm ý nhân duyên thế nào lại va phải bài này của a thế là e liền bật lên nghe thử thế nào mà khách ms nghe đc đoạn đầu mà đã chạy mất dép đm diệu kì vl e cảm ơn a quí mong lần sau a hãy sáng tác thêm vài bài như thế này nữa để quán e lưu vào đuổi khéo khách
"@NganNguyen-pw8zc
1 năm trước",cảm ơn đpq chuyện là tôi là một giáo viên có một số học sinh lớp tôi bị khiếm thính nhưng sau khi con tôi đến lớp đợi tôi và mở bài pickleball bệnh khiếm thính của 1 số học sinh đã khỏi còn tôi sắp điếc đến nơi rồi
"@khanhDuong-s5m
10 tháng trước",nghe xong từ điếc thành ng bình thường luôn
"@hongvynguyen-jr3sz
1 năm trước",muzik tới ủng hộ anh đây
"@havu-b7t
1 năm trước",cảm ơn đỗ phú quý bố tôi bị tai nạn sống thực vật nhưng nhờ có bài này khiến bố tao tỉnh dậy để tắt bài nay đi
"@memstolenhoactulam
1 năm trước",thực sự đây là chuông báo thức gọi dậy nhanh nhất bởi vì nếu bạn không dậy mà tắt thì cơ thể bạn có thể đột tử mà chết
"@TânPhan-z9r
9 tháng trước",nếu bài này đc sáng tác năm 1945 thì little boy vs fat màn sẽ bị lãng quên
"@wind5409
1 năm trước",sau khi nghe bài này bệnh trĩ của tôi đã chấm dứt tôi ăn được ngủ được và trên hết tôi đã đi ia mượt chưa từng thấy cảm ơn anh
"@TKhnBt
1 năm trước",xem mv này xong tôi đã mất đi thị lực nghe xong bài hát này tôi đã mất đi thính giác
